aperio_slide,frame_id,x,y,tissue_frac,reg_ok,ecc_score,lab_L,lab_a,lab_b,lab_total,ssim,psnr,mae
A06,00A,0,0,0.485,True,0.92358,58.44734,21.42941,11.37749,91.25425,0.57084,11.95732,53.73868
A06,00A,512,0,0.507,True,0.92358,57.65208,21.82473,11.99807,91.47489,0.61685,12.4904,52.73054
A06,00A,1024,0,0.514,True,0.92358,57.67384,21.02352,12.33055,91.02791,0.602,12.58348,52.93782
A06,00A,1027,0,0.513,True,0.92358,57.64908,21.00552,12.33723,90.99184,0.60131,12.58495,52.92329
A06,00A,0,512,0.489,True,0.92358,58.94586,22.65539,11.4849,93.08615,0.5523,11.92105,54.335
A06,00A,512,512,0.509,True,0.92358,56.94688,21.90033,11.80865,90.65585,0.58116,12.52427,52.24359
A06,00A,1024,512,0.538,True,0.92358,56.1177,19.77506,12.06102,87.95378,0.63815,12.75775,51.79665
A06,00A,1027,512,0.539,True,0.92358,56.10619,19.75584,12.07178,87.93381,0.63747,12.75784,51.79395
A06,00A,0,864,0.526,True,0.92358,58.58985,21.20048,11.9684,91.75873,0.56831,12.03838,54.14326
A06,00A,512,864,0.502,True,0.92358,57.27783,22.39545,11.73697,91.41025,0.60382,12.52783,52.37388
A06,00A,1024,864,0.486,True,0.92358,55.79925,22.18165,11.0743,89.05521,0.66028,12.8415,50.8924
A06,00A,1027,864,0.486,True,0.92358,55.75327,22.16458,11.0755,88.99335,0.65969,12.84186,50.89074
A06,00B,0,0,0.506,True,0.94068,59.10666,21.23396,12.09582,92.43644,0.62006,12.11608,54.22698
A06,00B,512,0,0.486,True,0.94068,54.80723,20.44738,11.83437,87.08898,0.66109,12.86356,49.83703
A06,00B,1024,0,0.535,True,0.94068,56.58364,20.58888,11.7876,88.96012,0.6686,12.53148,51.78454
A06,00B,1027,0,0.535,True,0.94068,56.67227,20.67652,11.80107,89.14986,0.66816,12.52528,51.82054
A06,00B,0,512,0.525,True,0.94068,57.82827,20.3882,12.13317,90.34964,0.66634,12.36361,53.05617
A06,00B,512,512,0.498,True,0.94068,55.83404,21.66113,12.2873,89.78248,0.61961,12.73623,50.82006
A06,00B,1024,512,0.524,True,0.94068,55.73868,20.95676,11.93669,88.63213,0.67041,12.78272,50.77401
A06,00B,1027,512,0.524,True,0.94068,55.77379,20.97314,11.93277,88.67969,0.67068,12.78203,50.77891
A06,00B,0,864,0.504,True,0.94068,57.18186,21.19898,11.80205,90.18289,0.66262,12.46274,52.34679
A06,00B,512,864,0.473,True,0.94068,56.95456,23.4935,12.46672,92.91478,0.62208,12.675,51.23426
A06,00B,1024,864,0.497,True,0.94068,56.95949,22.33884,12.24764,91.54598,0.66758,12.67386,51.55458
A06,00B,1027,864,0.497,True,0.94068,57.02275,22.33483,12.26997,91.62755,0.66776,12.67358,51.55202
A06,00C,0,0,0.489,True,0.90966,58.17833,22.86175,11.57888,92.61896,0.59782,12.15854,53.13513
A06,00C,512,0,0.474,True,0.90966,58.37582,23.12585,11.85982,93.36149,0.56013,12.28332,53.17429
A06,00C,1024,0,0.477,True,0.90966,57.32211,21.95837,11.34188,90.62236,0.65533,12.47764,52.27578
A06,00C,1027,0,0.477,True,0.90966,57.38027,21.94624,11.34759,90.6741,0.65506,12.47728,52.27421
A06,00C,0,512,0.456,True,0.90966,57.23458,24.32306,11.38835,92.94599,0.58355,12.32691,51.81689
A06,00C,512,512,0.472,True,0.90966,57.82612,24.11506,11.80011,93.74129,0.61228,12.5495,52.08442
A06,00C,1024,512,0.46,True,0.90966,57.23379,24.02494,11.59858,92.8573,0.61067,12.65856,51.67635
A06,00C,1027,512,0.46,True,0.90966,57.17799,24.00119,11.60151,92.7807,0.60975,12.65903,51.66416
A06,00C,0,864,0.43,True,0.90966,56.92642,26.08948,10.48209,93.49798,0.60625,12.41502,51.01429
A06,00C,512,864,0.462,True,0.90966,58.44286,24.84779,11.73606,95.02672,0.60396,12.44289,52.45546
A06,00C,1024,864,0.465,True,0.90966,57.59201,24.25219,11.3662,93.2104,0.62169,12.60593,52.03872
A06,00C,1027,864,0.465,True,0.90966,57.50113,24.20944,11.34901,93.05958,0.62087,12.60468,52.04031
A06,00D,0,0,0.473,True,0.92998,58.077,22.8071,11.10658,91.99068,0.6335,12.07358,53.04039
A06,00D,512,0,0.481,True,0.92998,58.79718,22.68782,12.01233,93.49734,0.64121,12.09163,53.37601
A06,00D,1024,0,0.479,True,0.92998,60.16533,22.85622,11.89831,94.91986,0.64122,11.83741,54.86502
A06,00D,1027,0,0.479,True,0.92998,60.1165,22.84799,11.88913,94.85361,0.64052,11.83573,54.87233
A06,00D,0,512,0.48,True,0.92998,56.30105,23.19712,11.42382,90.922,0.63119,12.65317,51.11211
A06,00D,512,512,0.485,True,0.92998,56.60406,23.18521,12.05126,91.84053,0.63477,12.65352,51.15408
A06,00D,1024,512,0.478,True,0.92998,58.09881,23.36923,12.11155,93.57959,0.6684,12.53382,52.52046
A06,00D,1027,512,0.478,True,0.92998,58.09972,23.37159,12.11393,93.58523,0.66747,12.53145,52.537
A06,00D,0,864,0.479,True,0.92998,55.74958,23.16898,11.25108,90.16964,0.64887,12.76209,50.4942
A06,00D,512,864,0.487,True,0.92998,56.1577,22.26721,11.97994,90.40485,0.65817,12.70975,50.77703
A06,00D,1024,864,0.475,True,0.92998,58.25701,23.7826,11.99754,94.03716,0.66493,12.47766,52.73684
A06,00D,1027,864,0.475,True,0.92998,58.3084,23.7739,11.98312,94.06543,0.6641,12.47474,52.75805
A06,01A,512,0,0.43,True,0.93135,58.88768,25.99939,10.25932,95.14638,0.68543,12.46001,52.82748
A06,01A,1024,0,0.486,True,0.93135,59.66404,25.61426,11.45707,96.73536,0.63665,12.31455,53.80941
A06,01A,1027,0,0.486,True,0.93135,59.67114,25.61474,11.46403,96.74992,0.63659,12.31551,53.79822
A06,01A,512,512,0.458,True,0.93135,56.6097,22.54718,10.35003,89.50691,0.69839,12.75005,51.42917
A06,01A,1024,512,0.497,True,0.93135,58.09129,23.68054,11.47279,93.24461,0.63638,12.51609,52.74716
A06,01A,1027,512,0.496,True,0.93135,58.11957,23.70262,11.47929,93.30147,0.63635,12.51549,52.75065
A06,01A,0,864,0.433,True,0.93135,61.84181,23.97484,10.42051,96.23715,0.73101,11.72712,55.84453
A06,01A,512,864,0.51,True,0.93135,60.43819,22.77479,11.40801,94.62099,0.68182,12.26852,55.05158
A06,01A,1024,864,0.488,True,0.93135,58.83077,24.08311,11.74998,94.66386,0.63566,12.43528,53.32686
A06,01A,1027,864,0.488,True,0.93135,58.81669,24.09072,11.74379,94.6512,0.63568,12.43346,53.34107
A06,01B,0,0,0.476,True,0.93291,60.76978,23.99944,11.55221,96.32143,0.61843,11.90353,55.03866
A06,01B,512,0,0.422,True,0.93291,55.97138,25.76794,10.0052,91.74452,0.71763,12.87478,49.74373
A06,01B,1024,0,0.437,True,0.93291,55.26215,25.77483,9.80559,90.84257,0.69318,12.92802,49.37555
A06,01B,1027,0,0.438,True,0.93291,55.26854,25.69983,9.83261,90.80098,0.69345,12.93053,49.37475
A06,01B,0,512,0.408,True,0.93291,58.61245,24.46468,10.57991,93.65704,0.61218,12.27086,52.65602
A06,01B,512,512,0.457,True,0.93291,57.74603,24.74598,10.93313,93.42515,0.73577,12.75663,51.58533
A06,01B,1024,512,0.403,True,0.93291,53.76795,27.12318,9.00896,89.9001,0.67118,13.04659,47.99345
A06,01B,1027,512,0.402,True,0.93291,53.8066,27.12892,9.00759,89.94311,0.67156,13.05646,47.92371
A06,01B,0,864,0.417,True,0.93291,58.75232,24.7758,10.69211,94.22024,0.62224,12.2644,52.78515
A06,01B,512,864,0.445,True,0.93291,57.72972,25.4841,10.39956,93.61338,0.72264,12.68036,51.44296
A06,01B,1024,864,0.371,True,0.93291,54.00494,26.95229,8.97431,89.93153,0.71301,13.12791,47.5946
A06,01B,1027,864,0.371,True,0.93291,53.94702,26.92352,8.95987,89.83041,0.7133,13.12853,47.58305
A06,01C,0,0,0.333,True,0.86933,54.51014,21.72988,8.74802,84.98803,0.74153,12.7328,49.17104
A06,01C,512,0,0.476,True,0.86933,60.63784,24.51622,11.01972,96.17379,0.67284,12.27082,54.97451
A06,01C,1024,0,0.474,True,0.86933,60.53561,24.8897,11.91076,97.33607,0.62756,12.27085,54.7037
A06,01C,1027,0,0.474,True,0.86933,60.58531,24.86882,11.90937,97.3635,0.62767,12.26618,54.73203
A06,01C,512,512,0.411,True,0.86933,59.54175,24.34265,10.6532,94.53761,0.68636,12.41089,53.61362
A06,01C,1024,512,0.446,True,0.86933,61.53097,25.02269,11.9743,98.52795,0.62989,12.14433,55.64224
A06,01C,1027,512,0.447,True,0.86933,61.88362,24.90594,11.94902,98.73859,0.6287,12.05647,55.98456
A06,01C,1024,864,0.427,True,0.86933,61.91799,25.3748,12.75898,100.05177,0.57003,11.85417,56.77365
A06,01C,1027,864,0.427,True,0.86933,62.55119,25.15916,12.68572,100.39608,0.56809,11.69954,57.39599
A06,01D,0,0,0.45,True,0.88392,60.41348,23.91037,11.39431,95.71816,0.6177,12.03084,54.83721
A06,01D,512,0,0.361,True,0.88392,59.95466,28.73858,9.66827,98.36152,0.70822,12.22002,52.80488
A06,01D,1024,0,0.374,True,0.88392,57.01403,27.63204,8.82344,93.46952,0.69709,12.34945,50.58052
A06,01D,1027,0,0.373,True,0.88392,57.327,27.52967,8.79741,93.65408,0.69567,12.26046,50.91361
A06,01D,0,512,0.441,True,0.88392,61.90385,24.58526,12.11824,98.60736,0.6112,12.00566,56.05753
A06,01D,512,512,0.398,True,0.88392,61.22066,27.89877,10.57927,99.6987,0.70658,12.20288,54.42712
A06,01D,1024,512,0.372,True,0.88392,46.84211,17.74449,7.44435,72.03096,0.72582,13.76349,43.78366
A06,01D,1027,512,0.372,True,0.88392,47.51238,17.47683,7.37953,72.36875,0.72307,13.46948,44.5095
A06,01D,0,864,0.392,True,0.88392,63.31339,24.89602,12.72414,100.93355,0.55533,11.5686,58.63562
A06,02A,0,0,0.366,True,0.90947,59.14737,26.59421,9.29045,95.03203,0.67141,11.97007,52.80523
A06,02A,512,0,0.392,True,0.90947,57.59107,24.61241,9.51396,91.71744,0.60284,12.00211,52.17834
A06,02A,1024,0,0.445,True,0.90947,59.5682,23.55964,10.70829,93.83614,0.61952,11.69326,54.17322
A06,02A,1027,0,0.446,True,0.90947,59.66067,23.50049,10.70866,93.86982,0.61869,11.67251,54.2783
A06,02A,0,512,0.405,True,0.90947,58.90709,26.12984,10.28163,95.31856,0.64355,12.38245,53.05146
A06,02A,512,512,0.411,True,0.90947,57.46819,26.17193,10.56515,94.20527,0.56066,12.5031,51.83611
A06,02A,1024,512,0.434,True,0.90947,57.99296,25.39579,11.44645,94.83519,0.60542,12.43866,52.17054
A06,02A,1027,512,0.434,True,0.90947,58.56841,25.28016,11.40711,95.25568,0.6036,12.28769,52.68266
A06,02A,0,864,0.424,True,0.90947,60.80375,24.56352,11.81963,97.1869,0.6456,12.23821,54.96624
A06,02A,512,864,0.42,True,0.90947,59.41128,26.58611,11.05578,97.05316,0.57517,12.24456,53.59835
A06,02A,1024,864,0.422,True,0.90947,59.25793,26.59848,11.52045,97.37685,0.60751,12.27675,53.03048
A06,02A,1027,864,0.422,True,0.90947,60.02072,26.36496,11.44454,97.83022,0.60498,12.04772,53.83343
A06,02B,0,0,0.491,True,0.94402,61.41748,20.29282,11.26344,92.97375,0.70597,11.3889,56.46868
A06,02B,512,0,0.483,True,0.94402,61.5273,21.6637,11.08371,94.27471,0.7338,11.56711,56.2203
A06,02B,1024,0,0.469,True,0.94402,60.82006,20.66348,10.68792,92.17147,0.72105,11.5186,55.96409
A06,02B,1027,0,0.469,True,0.94402,60.90326,20.67204,10.68617,92.26146,0.72037,11.50816,56.02377
A06,02B,0,512,0.412,True,0.94402,57.59209,24.83561,10.72644,93.15413,0.71187,12.45262,51.56358
A06,02B,512,512,0.461,True,0.94402,57.40788,23.27888,11.04211,91.72886,0.7578,12.68137,51.91467
A06,02B,1024,512,0.491,True,0.94402,57.65069,21.91403,11.45171,91.01643,0.7297,12.62861,52.70522
A06,02B,1027,512,0.491,True,0.94402,58.02624,21.77289,11.41884,91.21798,0.7277,12.50642,53.12575
A06,02B,0,864,0.372,True,0.94402,58.21724,25.95633,10.99922,95.17278,0.7026,12.47107,51.77264
A06,02B,512,864,0.425,True,0.94402,59.11448,24.99712,11.0602,95.1718,0.73981,12.45725,53.23861
A06,02B,1024,864,0.435,True,0.94402,59.4981,25.46843,10.9283,95.89484,0.72616,12.33096,53.93611
A06,02B,1027,864,0.435,True,0.94402,60.24981,25.29948,10.84977,96.39907,0.72299,12.10825,54.70586
A06,02C,0,0,0.511,True,0.7628,58.20029,29.19308,8.75303,96.1464,0.41828,10.51063,55.97462
A06,02C,512,0,0.578,True,0.7628,59.98297,27.51733,9.86592,97.36623,0.36894,10.39263,58.08888
A06,02C,1024,0,0.566,True,0.7628,59.15168,27.77045,9.98208,96.90421,0.33517,10.28912,57.94392
A06,02C,1027,0,0.567,True,0.7628,59.13224,27.73711,9.98733,96.85667,0.33408,10.28682,57.9608
A06,02C,0,512,0.334,True,0.7628,59.43908,30.13649,9.9548,99.53037,0.56326,12.19718,52.34569
A06,02C,512,512,0.484,True,0.7628,59.45355,26.31871,11.27935,97.0516,0.51866,12.17603,54.0278
A06,02C,1024,512,0.427,True,0.7628,60.90236,28.91163,11.17745,100.99145,0.55145,11.96756,54.53918
A06,02C,1027,512,0.427,True,0.7628,60.83564,28.85201,11.18633,100.87399,0.55152,11.97032,54.52293
A06,02C,0,864,0.33,True,0.7628,59.35458,29.5734,9.98268,98.91066,0.53803,12.23861,52.6474
A06,02C,512,864,0.442,True,0.7628,60.75477,26.84597,11.09073,98.69147,0.49216,12.02678,55.1354
A06,02C,1024,864,0.37,True,0.7628,61.5244,30.39915,10.94093,102.86448,0.54255,11.95984,54.4833
A06,02C,1027,864,0.369,True,0.7628,61.50125,30.33914,10.95033,102.79072,0.54254,11.96183,54.47292
A06,02D,0,0,0.592,True,0.70667,58.57123,24.66324,10.02093,93.2554,0.40339,9.87341,59.67213
A06,02D,512,0,0.601,True,0.70667,58.15348,23.79208,10.75691,92.70247,0.38985,10.1498,58.29403
A06,02D,1024,0,0.478,True,0.70667,60.47262,27.06256,9.94205,97.47723,0.29192,9.91487,60.2626
A06,02D,1027,0,0.477,True,0.70667,60.4857,27.06193,9.95198,97.49961,0.29143,9.90934,60.29831
A06,02D,0,512,0.373,True,0.70667,63.15407,27.8194,10.85117,101.82465,0.71293,11.60791,56.42388
A06,02D,512,512,0.427,True,0.70667,60.43912,27.79984,10.6798,98.91877,0.70725,12.11582,54.05722
A06,02D,1024,512,0.517,True,0.70667,58.72435,28.5188,11.11647,98.35962,0.6601,12.3443,52.72888
A06,02D,1027,512,0.518,True,0.70667,58.6134,28.49732,11.12708,98.2378,0.66001,12.34956,52.68785
A06,02D,0,864,0.32,True,0.70667,63.0401,29.85325,10.55593,103.44928,0.71147,11.73056,55.25916
A06,02D,512,864,0.352,True,0.70667,64.09226,28.96392,10.86411,103.92029,0.6788,11.76371,57.12054
A06,02D,1024,864,0.367,True,0.70667,66.13036,28.27896,11.54261,105.95194,0.63492,11.50825,59.76215
A06,02D,1027,864,0.367,True,0.70667,66.18034,28.29048,11.54654,106.01735,0.63478,11.50712,59.76546
A06,03A,1024,0,0.389,True,0.92829,59.58678,26.01007,10.69069,96.28754,0.63959,12.28897,53.40302
A06,03A,1027,0,0.39,True,0.92829,59.93159,25.91285,10.6558,96.50024,0.63766,12.20592,53.74252
A06,03A,0,512,0.435,True,0.92829,59.90292,24.56039,11.09174,95.55505,0.69206,12.3111,53.75569
A06,03A,512,512,0.415,True,0.92829,57.64632,24.11632,10.58669,92.34933,0.67494,12.62873,51.80981
A06,03A,1024,512,0.469,True,0.92829,59.06203,24.36884,11.44373,94.8746,0.62001,12.38867,53.47152
A06,03A,1027,512,0.469,True,0.92829,59.75847,24.14517,11.37377,95.27741,0.61727,12.17601,54.23261
A06,03A,0,864,0.501,True,0.92829,60.88773,22.68681,11.82089,95.39543,0.69916,12.15051,55.31946
A06,03A,512,864,0.488,True,0.92829,59.89881,23.94164,11.52405,95.36449,0.65083,12.35361,54.37648
A06,03A,1024,864,0.474,True,0.92829,59.80444,24.96876,11.56874,96.34194,0.61988,12.30618,54.16032
A06,03A,1027,864,0.475,True,0.92829,60.65235,24.68453,11.47211,96.80898,0.61629,12.05032,55.06577
A06,03B,0,0,0.423,True,0.90666,62.58802,25.47512,11.99957,100.0627,0.60757,11.85886,56.44225
A06,03B,512,0,0.346,True,0.90666,62.79875,30.29329,10.54525,103.63729,0.65442,11.82167,55.48529
A06,03B,0,512,0.467,True,0.90666,60.40023,24.89063,11.97895,97.26982,0.61379,12.11381,54.8721
A06,03B,512,512,0.466,True,0.90666,61.89585,25.66652,12.11487,99.67724,0.58986,12.01917,55.96673
A06,03B,1024,512,0.361,True,0.90666,58.15849,26.80183,10.4118,95.37212,0.62461,12.53056,51.76525
A06,03B,1027,512,0.361,True,0.90666,58.68598,26.59926,10.34451,95.62975,0.62272,12.37391,52.29838
