aperio_slide,frame_id,x,y,tissue_frac,reg_ok,ecc_score,lab_L,lab_a,lab_b,lab_total,ssim,psnr,mae
A16,01D,512,512,0.55,True,0.95004,10.17183,4.66514,9.03955,23.87652,0.66945,19.02979,21.67651
A16,01D,1024,512,0.495,True,0.95004,10.53817,4.71516,8.57337,23.82671,0.66161,19.18023,20.50653
A16,01D,1027,512,0.497,True,0.95004,10.40815,4.69673,8.57985,23.68473,0.6603,19.17599,20.52124
A16,01D,0,864,0.495,True,0.95004,10.99137,3.76731,8.13575,22.89443,0.70953,20.10653,19.36982
A16,01D,512,864,0.515,True,0.95004,9.85268,4.48455,8.17705,22.51429,0.67293,19.24775,21.01687
A16,01D,1024,864,0.475,True,0.95004,10.10681,4.66533,8.13554,22.90767,0.68019,19.36261,19.90854
A16,01D,1027,864,0.476,True,0.95004,10.07012,4.66199,8.1523,22.88441,0.6793,19.36694,19.90363
A16,02A,0,0,0.504,True,0.9571,14.76423,4.82974,7.53802,27.13199,0.6472,18.92909,20.62995
A16,02A,512,0,0.511,True,0.9571,13.08554,4.27563,7.62633,24.98751,0.63936,19.50294,20.0264
A16,02A,1024,0,0.527,True,0.9571,12.89725,5.03447,8.94812,26.87984,0.66091,18.59747,20.56414
A16,02A,1027,0,0.527,True,0.9571,13.90608,4.84082,8.88578,27.63267,0.6569,17.72516,21.49426
A16,02A,0,512,0.478,True,0.9571,13.19055,4.67404,6.9545,24.81908,0.67529,20.55318,19.19331
A16,02A,512,512,0.51,True,0.9571,12.29021,4.46874,7.75627,24.51523,0.65657,20.32106,19.59922
A16,02A,1024,512,0.52,True,0.9571,11.80496,4.9873,8.96276,25.75503,0.67746,19.48181,19.59535
A16,02A,1027,512,0.521,True,0.9571,12.64375,4.73559,8.88547,26.26482,0.67348,18.48625,20.50706
A16,02A,0,864,0.46,True,0.9571,12.96218,4.47164,6.43575,23.86958,0.68451,20.76022,18.7628
A16,02A,512,864,0.483,True,0.9571,11.90052,4.14105,6.9075,22.94906,0.65716,20.42059,19.30569
A16,02A,1024,864,0.521,True,0.9571,11.41661,4.98797,8.66396,25.06853,0.67352,19.74619,19.64158
A16,02A,1027,864,0.521,True,0.9571,12.32765,4.77212,8.5817,25.68147,0.66925,18.5927,20.6077
A16,02B,0,0,0.528,True,0.96334,11.28372,5.30171,9.13318,25.71861,0.72999,20.77465,18.33171
A16,02B,512,0,0.555,True,0.96334,11.88664,5.38787,9.51053,26.78504,0.6396,20.38534,19.5732
A16,02B,1024,0,0.569,True,0.96334,10.9598,5.13767,9.9782,26.07567,0.62232,19.62592,20.27763
A16,02B,1027,0,0.569,True,0.96334,11.50871,4.90153,9.89516,26.3054,0.61889,18.6225,21.15064
A16,02B,0,512,0.555,True,0.96334,11.2575,5.84356,10.13547,27.23653,0.71745,20.80359,18.49545
A16,02B,512,512,0.543,True,0.96334,12.15901,5.06041,9.20364,26.42306,0.61429,20.03263,20.35116
A16,02B,1024,512,0.548,True,0.96334,10.99404,4.92897,9.71908,25.64209,0.63135,20.28972,19.51207
A16,02B,1027,512,0.548,True,0.96334,11.37834,4.73052,9.6487,25.75755,0.6285,19.22622,20.33716
A16,02B,0,864,0.536,True,0.96334,11.51197,5.47981,9.16932,26.1611,0.70707,20.22865,19.2653
A16,02B,512,864,0.556,True,0.96334,10.69072,4.61397,9.64684,24.95153,0.62228,20.32033,19.538
A16,02B,1024,864,0.561,True,0.96334,10.90358,4.88597,9.66531,25.45486,0.6299,20.02808,20.13227
A16,02B,1027,864,0.56,True,0.96334,11.10378,4.73561,9.62037,25.45976,0.6277,19.27618,20.74095
A16,02C,0,0,0.476,True,0.9622,15.81977,4.09813,6.83366,26.75156,0.72598,17.06813,21.85207
A16,02C,512,0,0.479,True,0.9622,14.67785,3.76145,6.65642,25.09572,0.68396,17.25167,21.78434
A16,02C,1024,0,0.491,True,0.9622,13.77637,4.29522,7.46964,25.54123,0.69214,17.48247,21.40147
A16,02C,1027,0,0.49,True,0.9622,14.80355,4.18341,7.41104,26.39799,0.68791,16.77204,22.33423
A16,02C,0,512,0.487,True,0.9622,13.18982,5.08187,7.30513,25.57681,0.7662,21.07578,17.73291
A16,02C,512,512,0.497,True,0.9622,11.73785,4.72427,7.45721,23.91934,0.70211,20.55508,18.94159
A16,02C,1024,512,0.489,True,0.9622,10.9652,4.91574,7.74906,23.63,0.72676,20.6036,18.14223
A16,02C,1027,512,0.489,True,0.9622,11.47207,4.83879,7.70605,24.01691,0.72373,19.89242,18.65368
A16,02C,0,864,0.501,True,0.9622,13.4306,5.22659,7.64919,26.30637,0.74584,20.31756,18.50676
A16,02C,512,864,0.497,True,0.9622,12.02036,4.65092,7.52269,24.19397,0.71123,20.77979,18.47717
A16,02C,1024,864,0.495,True,0.9622,11.22971,4.91007,7.76034,23.90012,0.70591,20.32735,18.60142
A16,02C,1027,864,0.496,True,0.9622,11.4506,4.8842,7.77083,24.10563,0.70352,20.09598,18.80904
A16,02D,0,0,0.519,True,0.97549,14.04074,4.75053,8.56035,27.35162,0.73874,17.79516,20.61289
A16,02D,512,0,0.515,True,0.97549,12.09305,4.30409,8.66397,25.0611,0.66272,18.63191,20.58967
A16,02D,1024,0,0.515,True,0.97549,11.29458,4.61285,8.37214,24.27956,0.65487,19.20163,20.10146
A16,02D,1027,0,0.514,True,0.97549,11.49045,4.55071,8.34431,24.38548,0.65395,18.93947,20.35661
A16,02D,0,512,0.499,True,0.97549,12.50262,5.04735,8.38067,25.93064,0.78297,19.75568,18.09461
A16,02D,512,512,0.477,True,0.97549,10.97199,4.54151,7.63824,23.15174,0.74994,21.31664,17.55637
A16,02D,1024,512,0.461,True,0.97549,10.30329,4.55142,7.41684,22.27156,0.7363,21.0883,17.63123
A16,02D,1027,512,0.461,True,0.97549,10.28358,4.55536,7.41589,22.25483,0.73658,21.09402,17.61686
A16,02D,0,864,0.48,True,0.97549,12.9096,4.69284,7.71256,25.315,0.79398,19.35579,18.29217
A16,02D,512,864,0.456,True,0.97549,11.09651,4.44593,6.97016,22.5126,0.75246,21.36368,17.4413
A16,02D,1024,864,0.42,True,0.97549,10.29847,4.41252,6.85325,21.56424,0.73178,21.22269,17.31212
A16,02D,1027,864,0.42,True,0.97549,10.26815,4.40158,6.84029,21.51002,0.73165,21.22366,17.30474
A16,03A,0,0,0.343,True,0.98028,12.31189,3.78879,5.09776,21.19844,0.86998,21.22516,15.31605
A16,03A,512,0,0.454,True,0.98028,10.36108,4.27697,6.48254,21.12059,0.79221,21.22163,16.68585
A16,03A,1024,0,0.477,True,0.98028,11.0762,4.95038,8.02543,24.05201,0.79909,20.78983,16.81944
A16,03A,1027,0,0.477,True,0.98028,12.02977,4.75097,7.96998,24.75072,0.79478,19.36185,17.77875
A16,03A,0,512,0.345,True,0.98028,11.91418,4.03586,5.23209,21.18213,0.88056,23.37552,14.05233
A16,03A,512,512,0.44,True,0.98028,11.02142,4.18989,6.53908,21.75039,0.82897,21.86411,16.04593
A16,03A,1024,512,0.411,True,0.98028,10.29987,4.37769,6.27263,20.95019,0.84324,21.95307,15.17079
A16,03A,1027,512,0.412,True,0.98028,11.25601,4.22646,6.23402,21.71648,0.83905,20.26906,16.08157
A16,03A,0,864,0.367,True,0.98028,12.06805,4.29574,5.5143,21.8781,0.86779,22.62354,14.44389
A16,03A,512,864,0.411,True,0.98028,10.98956,4.13265,6.00703,21.12924,0.83546,21.98954,15.84926
A16,03A,1024,864,0.437,True,0.98028,10.41668,4.3773,6.40919,21.20318,0.83182,21.82414,15.49678
A16,03A,1027,864,0.437,True,0.98028,10.95524,4.27353,6.37479,21.60355,0.82853,20.73802,16.08827
A16,03B,0,0,0.463,True,0.9829,11.55796,4.79007,8.11939,24.46742,0.82692,21.25732,16.72455
A16,03B,512,0,0.48,True,0.9829,11.17907,4.75611,8.34506,24.28024,0.86208,22.1793,15.70444
A16,03B,1024,0,0.451,True,0.9829,10.18629,4.50221,7.60721,22.29571,0.85848,22.0198,15.23372
A16,03B,1027,0,0.451,True,0.9829,11.23441,4.29082,7.53483,23.06006,0.8541,20.16638,16.23624
A16,03B,0,512,0.505,True,0.9829,12.01441,4.99109,8.82596,25.83146,0.8283,21.03595,17.03713
A16,03B,512,512,0.491,True,0.9829,11.42609,4.67738,8.35566,24.45912,0.89122,22.58294,15.09517
A16,03B,1024,512,0.463,True,0.9829,10.34282,4.56827,7.77478,22.68587,0.86888,22.59168,14.87831
A16,03B,1027,512,0.463,True,0.9829,11.20129,4.44292,7.70749,23.35169,0.86534,20.95844,15.66051
A16,03B,0,864,0.493,True,0.9829,12.28868,4.84683,8.33374,25.46925,0.82816,20.5409,17.17117
A16,03B,512,864,0.523,True,0.9829,11.5765,4.93043,8.84132,25.34824,0.87717,22.08652,15.87195
A16,03B,1024,864,0.46,True,0.9829,10.19945,4.55012,7.59403,22.3436,0.85812,22.46757,15.07321
A16,03B,1027,864,0.459,True,0.9829,10.75002,4.53036,7.56433,22.84471,0.85622,21.5235,15.51331
A16,03C,0,0,0.363,True,0.97921,15.31461,3.47863,5.09162,23.88486,0.82424,17.68373,18.46639
A16,03C,512,0,0.439,True,0.97921,13.25058,3.8705,6.02713,23.14821,0.76547,18.31448,19.36127
A16,03C,1024,0,0.429,True,0.97921,12.40969,4.21727,6.14183,22.76879,0.75675,18.7585,18.13507
A16,03C,1027,0,0.429,True,0.97921,12.5746,4.18979,6.13362,22.89801,0.75449,18.63805,18.30917
A16,03C,0,512,0.404,True,0.97921,13.61429,4.38438,6.21082,24.20949,0.80616,19.93392,16.53181
A16,03C,512,512,0.409,True,0.97921,11.29066,4.30043,6.20506,21.79615,0.75583,21.8164,16.33175
A16,03C,1024,512,0.411,True,0.97921,10.50088,4.4785,6.16023,21.13961,0.74529,22.08607,15.36054
A16,03C,1027,512,0.411,True,0.97921,10.4701,4.46432,6.14889,21.08331,0.74362,22.06975,15.37528
A16,03C,0,864,0.311,True,0.97921,13.78596,3.49827,4.73094,22.01517,0.80255,19.7384,15.86258
A16,03C,512,864,0.376,True,0.97921,11.37041,4.08939,5.51879,20.97859,0.75864,22.135,15.84966
A16,03C,1024,864,0.432,True,0.97921,11.0047,4.91845,6.80422,22.72738,0.77318,21.82785,15.82855
A16,03C,1027,864,0.431,True,0.97921,11.13916,4.95655,6.79531,22.89103,0.77222,21.82534,15.82294
A16,03D,0,0,0.371,True,0.98225,13.65993,3.46291,5.55714,22.67998,0.78795,18.8719,17.36988
A16,03D,512,0,0.429,True,0.98225,12.3322,4.08537,6.54189,22.95947,0.8302,20.86069,16.26438
A16,03D,1024,0,0.502,True,0.98225,11.23165,4.86678,8.01337,24.1118,0.8203,21.38854,16.22471
A16,03D,1027,0,0.501,True,0.98225,11.28625,4.89968,8.00499,24.19092,0.81981,21.34899,16.26761
A16,03D,0,512,0.413,True,0.98225,13.47271,4.23806,6.41973,24.1305,0.77258,19.45217,16.9322
A16,03D,512,512,0.446,True,0.98225,11.84089,4.57804,6.90222,23.32115,0.82228,22.58192,15.30475
A16,03D,1024,512,0.501,True,0.98225,10.85317,4.95875,8.00493,23.81686,0.80887,22.14939,15.8412
A16,03D,1027,512,0.501,True,0.98225,10.77431,4.9679,8.01465,23.75685,0.80872,22.14341,15.84822
A16,03D,0,864,0.455,True,0.98225,13.95755,4.90769,7.70469,26.56993,0.79912,18.98004,17.61662
A16,03D,512,864,0.454,True,0.98225,12.01881,4.60599,7.0805,23.7053,0.82668,22.16964,15.90775
A16,03D,1024,864,0.481,True,0.98225,11.11781,4.78817,7.52905,23.43503,0.81196,22.11156,15.95834
A16,03D,1027,864,0.482,True,0.98225,11.06855,4.78357,7.54338,23.3955,0.81158,22.11159,15.95782
A16,04A,0,0,0.513,True,0.98549,12.45605,4.69936,9.43856,26.59396,0.84004,19.87936,17.75018
A16,04A,512,0,0.483,True,0.98549,11.37926,4.25659,8.58502,24.22086,0.88655,21.77252,15.42204
A16,04A,1024,0,0.496,True,0.98549,10.23547,4.48185,8.41724,23.13457,0.87878,22.32806,15.09363
A16,04A,1027,0,0.496,True,0.98549,11.07213,4.23225,8.33947,23.64385,0.87482,20.68052,15.96296
A16,04A,0,512,0.492,True,0.98549,12.53596,4.29742,8.96593,25.7993,0.85542,20.59701,17.15171
A16,04A,512,512,0.516,True,0.98549,11.39947,4.5403,9.01836,24.95813,0.90698,22.64375,14.97653
A16,04A,1024,512,0.548,True,0.98549,10.55291,4.5159,9.37891,24.44772,0.8775,22.3412,15.36242
A16,04A,1027,512,0.548,True,0.98549,11.1083,4.36052,9.32442,24.79324,0.87539,21.29104,15.89536
A16,04A,0,864,0.48,True,0.98549,12.37445,4.29669,8.54862,25.21976,0.85275,20.17154,17.09696
A16,04A,512,864,0.504,True,0.98549,11.60324,4.3403,8.46463,24.40818,0.88715,22.33996,15.46206
A16,04A,1024,864,0.559,True,0.98549,10.60467,4.67387,9.52855,24.80708,0.85911,22.036,15.88311
A16,04A,1027,864,0.558,True,0.98549,10.88403,4.65174,9.49374,25.02951,0.85817,21.64023,16.09678
A16,04B,0,0,0.498,True,0.95913,10.23599,4.66714,8.82748,23.7306,0.71399,19.59577,19.22135
A16,04B,512,0,0.469,True,0.95913,10.36948,4.83357,8.04834,23.2514,0.67273,19.55152,19.59702
A16,04B,1024,0,0.563,True,0.95913,10.69067,4.47762,9.61364,24.78194,0.7708,19.92817,19.33908
A16,04B,1027,0,0.564,True,0.95913,10.72414,4.49315,9.60499,24.82228,0.76886,19.89474,19.40135
A16,04B,0,512,0.514,True,0.95913,10.73748,4.23995,9.10962,24.08705,0.69827,18.95007,20.1927
A16,04B,512,512,0.495,True,0.95913,10.72693,4.143,9.01234,23.88227,0.7549,19.81916,19.05704
A16,04B,1024,512,0.492,True,0.95913,10.61032,3.98296,8.4906,23.08388,0.7964,20.64731,17.71559
A16,04B,1027,512,0.491,True,0.95913,10.55082,3.96723,8.47232,22.99036,0.79445,20.60879,17.77003
A16,04B,0,864,0.495,True,0.95913,10.97324,4.11071,8.67825,23.7622,0.70731,18.71555,19.9969
A16,04B,512,864,0.499,True,0.95913,10.77113,4.02963,9.00843,23.80918,0.75307,19.75798,19.189
A16,04B,1024,864,0.455,True,0.95913,10.41751,3.50197,7.63943,21.55891,0.80337,20.83184,17.38513
A16,04B,1027,864,0.454,True,0.95913,10.58648,3.5295,7.61942,21.7354,0.80176,20.80941,17.41395
A16,04C,0,0,0.498,True,0.98379,15.45847,3.68596,8.1627,27.30713,0.81253,16.97135,20.45048
A16,04C,512,0,0.5,True,0.98379,13.69386,3.92216,8.11171,25.72774,0.83984,18.69347,18.08499
A16,04C,1024,0,0.503,True,0.98379,12.27065,4.12708,8.30575,24.70348,0.82731,19.23147,17.58745
A16,04C,1027,0,0.503,True,0.98379,12.31099,4.14422,8.32926,24.78447,0.82719,19.24096,17.57701
A16,04C,0,512,0.528,True,0.98379,13.60933,4.53682,9.18907,27.33521,0.82831,18.80344,18.27501
A16,04C,512,512,0.528,True,0.98379,11.28904,4.77392,8.93788,25.00084,0.85582,22.32665,15.63098
A16,04C,1024,512,0.503,True,0.98379,10.25301,4.45397,8.38611,23.09309,0.82002,21.92354,16.04879
A16,04C,1027,512,0.503,True,0.98379,10.33859,4.46781,8.39765,23.20404,0.81993,21.92432,16.04542
A16,04C,0,864,0.534,True,0.98379,13.94095,4.63678,9.32143,27.89916,0.82925,18.45741,18.80417
A16,04C,512,864,0.515,True,0.98379,11.41327,4.561,8.65978,24.63405,0.84764,21.93918,16.21693
A16,04C,1024,864,0.501,True,0.98379,10.33377,4.27356,8.20306,22.81039,0.83362,21.9608,15.98053
A16,04C,1027,864,0.501,True,0.98379,10.41817,4.28749,8.22761,22.93328,0.83376,21.96262,15.97512
A16,04D,0,0,0.524,True,0.96463,13.08722,4.16254,9.12208,26.37184,0.69614,17.20431,21.78911
A16,04D,512,0,0.511,True,0.96463,12.0309,3.70789,8.96973,24.70852,0.73654,18.5837,20.52219
A16,04D,1024,0,0.485,True,0.96463,10.91545,3.53993,8.0451,22.50048,0.76719,19.80889,19.04421
A16,04D,1027,0,0.485,True,0.96463,10.91428,3.52514,8.07066,22.51008,0.76528,19.77308,19.1118
A16,04D,0,512,0.509,True,0.96463,11.98605,4.09075,8.9851,25.0619,0.72404,18.26085,20.07221
A16,04D,512,512,0.483,True,0.96463,11.26596,3.96602,8.53321,23.76519,0.76967,20.45192,18.05412
A16,04D,1024,512,0.508,True,0.96463,10.44191,4.00483,8.49903,22.94578,0.77221,20.38469,18.66227
A16,04D,1027,512,0.508,True,0.96463,10.47642,4.02626,8.49095,22.99363,0.77049,20.35741,18.7111
A16,04D,0,864,0.515,True,0.96463,12.36596,4.07636,9.22077,25.66309,0.73186,18.00437,20.30999
A16,04D,512,864,0.505,True,0.96463,11.44706,4.20734,8.97556,24.62996,0.73118,19.85775,19.25116
A16,04D,1024,864,0.515,True,0.96463,10.56617,4.14072,8.42195,23.12885,0.75749,20.27932,19.01745
A16,04D,1027,864,0.515,True,0.96463,10.61036,4.17235,8.43331,23.21603,0.75563,20.25628,19.06239
A16,05A,0,0,0.531,True,0.98338,10.42992,3.86917,9.59517,23.89426,0.89555,22.42409,14.84538
A16,05A,512,0,0.492,True,0.98338,9.25197,3.68642,8.36055,21.29894,0.84753,21.9006,15.44785
A16,05A,1024,0,0.484,True,0.98338,9.14395,4.08744,8.19111,21.42251,0.82985,20.80409,15.7535
A16,05A,1027,0,0.485,True,0.98338,10.18193,3.92513,8.11875,22.22581,0.82488,19.3444,16.7576
A16,05A,0,512,0.517,True,0.98338,10.33911,3.81094,8.92386,23.07391,0.90281,22.76568,14.44407
A16,05A,512,512,0.515,True,0.98338,9.48882,4.02895,8.53578,22.05354,0.8307,21.80194,15.89724
A16,05A,1024,512,0.493,True,0.98338,8.83501,4.32049,8.13543,21.29093,0.81596,21.29619,16.01805
A16,05A,1027,512,0.494,True,0.98338,9.83813,4.17667,8.07922,22.09402,0.8115,19.88717,16.9187
A16,05A,0,864,0.518,True,0.98338,10.66071,3.90583,8.60308,23.16962,0.89102,22.34205,14.96749
A16,05A,512,864,0.514,True,0.98338,9.37621,3.98727,8.2566,21.62008,0.80868,21.41855,16.62296
A16,05A,1024,864,0.5,True,0.98338,8.73125,4.39463,8.0786,21.20448,0.79616,21.01817,16.64268
A16,05A,1027,864,0.501,True,0.98338,9.42418,4.31122,8.0307,21.7661,0.79296,20.12115,17.25558
A16,05B,0,0,0.528,True,0.98675,10.02818,4.30383,9.2562,23.58821,0.81201,20.98503,17.05331
A16,05B,512,0,0.509,True,0.98675,10.21629,3.96587,8.65713,22.83929,0.89115,22.585,14.71347
A16,05B,1024,0,0.463,True,0.98675,9.08228,4.04006,7.92645,21.04879,0.88874,22.64474,13.5743
A16,05B,1027,0,0.463,True,0.98675,10.06969,3.85102,7.88149,21.8022,0.8839,20.58446,14.56847
A16,05B,0,512,0.536,True,0.98675,10.17519,4.22442,9.20667,23.60628,0.81761,20.96774,16.99501
A16,05B,512,512,0.509,True,0.98675,9.97312,4.07176,8.63426,22.67914,0.8905,22.64523,14.65678
A16,05B,1024,512,0.482,True,0.98675,8.6645,4.07671,8.33922,21.08043,0.86508,23.03114,14.00222
A16,05B,1027,512,0.481,True,0.98675,9.62237,3.98975,8.28001,21.89213,0.86112,20.9526,14.91127
A16,05B,0,864,0.494,True,0.98675,10.40057,3.9355,8.39569,22.73177,0.83083,20.76379,16.69777
A16,05B,512,864,0.477,True,0.98675,10.02625,3.92046,7.95139,21.8981,0.88297,22.51895,14.8378
A16,05B,1024,864,0.466,True,0.98675,8.95852,3.88601,7.77358,20.61812,0.8476,21.84072,14.96486
A16,05B,1027,864,0.465,True,0.98675,9.57756,3.87522,7.73236,21.18513,0.8452,20.83346,15.49328
A16,05C,0,0,0.515,True,0.97709,13.19915,3.66489,8.30344,25.16748,0.85728,18.1955,18.18953
A16,05C,512,0,0.549,True,0.97709,11.38841,3.59159,8.52728,23.50727,0.75754,18.42589,20.21362
A16,05C,1024,0,0.525,True,0.97709,10.39546,4.2428,8.63826,23.27653,0.75696,18.79247,19.04283
A16,05C,1027,0,0.525,True,0.97709,10.5577,4.18306,8.62657,23.36733,0.75545,18.63489,19.23747
A16,05C,0,512,0.528,True,0.97709,11.72497,3.94718,8.78276,24.45491,0.8781,20.58112,16.31436
A16,05C,512,512,0.533,True,0.97709,9.49264,3.81951,8.49686,21.80902,0.77652,20.63514,18.20623
A16,05C,1024,512,0.52,True,0.97709,8.98618,4.53004,8.45717,21.9734,0.75462,20.84088,17.39294
A16,05C,1027,512,0.521,True,0.97709,9.04434,4.55362,8.48797,22.08593,0.75323,20.81771,17.43113
A16,05C,0,864,0.489,True,0.97709,11.98441,3.67565,7.81965,23.47971,0.87166,20.08992,16.4434
A16,05C,512,864,0.499,True,0.97709,9.55988,3.79935,7.82852,21.18775,0.78833,20.99437,17.57059
A16,05C,1024,864,0.53,True,0.97709,9.10168,4.54766,8.40868,22.05803,0.74659,20.45166,18.23602
A16,05C,1027,864,0.53,True,0.97709,9.04831,4.51535,8.42025,21.98391,0.74522,20.43543,18.2606
A16,05D,0,0,0.522,True,0.9816,11.69648,3.85673,8.8487,24.40192,0.82575,19.12917,18.06361
A16,05D,512,0,0.471,True,0.9816,10.90194,3.74614,7.46781,22.11589,0.82714,20.96779,16.81312
A16,05D,1024,0,0.504,True,0.9816,9.09428,4.25387,7.92708,21.27524,0.77011,21.39741,16.79916
A16,05D,1027,0,0.505,True,0.9816,9.08669,4.20855,7.94245,21.23769,0.76949,21.30801,16.87364
A16,05D,0,512,0.546,True,0.9816,11.51419,4.19643,9.16906,24.87967,0.82455,19.40852,17.95065
A16,05D,512,512,0.438,True,0.9816,9.88948,3.53509,6.99627,20.42084,0.8597,22.55682,14.9626
A16,05D,1024,512,0.498,True,0.9816,9.19642,4.06001,7.91119,21.16762,0.78271,21.53807,16.65055
A16,05D,1027,512,0.498,True,0.9816,9.22945,4.07968,7.93377,21.2429,0.7826,21.53957,16.64271
A16,05D,0,864,0.528,True,0.9816,11.6524,3.92108,8.88727,24.46075,0.83282,19.05496,17.94721
A16,05D,512,864,0.441,True,0.9816,9.94244,3.53233,7.06192,20.53669,0.85646,22.44233,15.08277
A16,05D,1024,864,0.472,True,0.9816,9.36582,3.75478,7.39862,20.51922,0.79903,21.69663,16.29172
A16,05D,1027,864,0.473,True,0.9816,9.32758,3.78356,7.40575,20.51689,0.7987,21.68993,16.30033
A16,06A,0,0,0.512,True,0.98031,10.4838,3.76098,8.79612,23.04091,0.88619,22.23058,15.13543
A16,06A,512,0,0.473,True,0.98031,9.584,3.82115,7.96486,21.37001,0.80738,21.56202,15.73993
A16,06A,1024,0,0.507,True,0.98031,10.15167,3.92981,8.85684,22.93832,0.78596,20.9629,16.6125
A16,06A,1027,0,0.508,True,0.98031,11.10119,3.74848,8.80904,23.65871,0.78219,19.59407,17.53501
A16,06A,0,512,0.501,True,0.98031,10.11896,3.86942,8.38164,22.37002,0.87039,22.17969,15.24132
A16,06A,512,512,0.498,True,0.98031,9.32185,3.93472,8.13348,21.39005,0.81712,21.51642,15.94314
A16,06A,1024,512,0.533,True,0.98031,10.15827,4.03188,9.30876,23.49891,0.78836,20.80051,17.07117
A16,06A,1027,512,0.533,True,0.98031,10.74435,3.9398,9.27026,23.95441,0.7858,20.03111,17.60815
A16,06A,0,864,0.489,True,0.98031,10.23128,3.81736,7.95937,22.008,0.85146,21.77917,16.00717
A16,06A,512,864,0.508,True,0.98031,9.44718,4.04983,8.07606,21.57307,0.78027,20.87142,17.223
A16,06A,1024,864,0.511,True,0.98031,9.94056,4.07381,8.77424,22.78862,0.78977,21.06958,16.59177
A16,06A,1027,864,0.512,True,0.98031,10.18945,4.01124,8.77546,22.97615,0.78854,20.78534,16.80743
A16,06B,0,0,0.514,True,0.98783,10.40492,4.02854,9.15815,23.59161,0.86331,22.53385,14.54875
A16,06B,512,0,0.529,True,0.98783,9.4335,4.08112,9.33177,22.84638,0.88673,23.02266,14.12286
A16,06B,1024,0,0.543,True,0.98783,9.94988,4.00667,9.3128,23.26935,0.8633,20.8753,15.64522
A16,06B,1027,0,0.542,True,0.98783,11.00362,3.83712,9.24426,24.08501,0.85875,19.3762,16.63412
A16,06B,0,512,0.539,True,0.98783,10.31108,4.19918,9.6146,24.12485,0.8781,22.38671,14.98179
A16,06B,512,512,0.52,True,0.98783,9.54939,3.80354,8.57322,21.92614,0.86927,22.50542,14.93336
A16,06B,1024,512,0.523,True,0.98783,9.18206,4.11008,8.72204,22.01418,0.85148,21.73144,15.4198
A16,06B,1027,512,0.523,True,0.98783,10.31512,3.99985,8.68079,22.99575,0.84694,19.88949,16.46078
A16,06B,0,864,0.519,True,0.98783,10.56792,3.91939,8.81861,23.30592,0.87807,22.43068,14.86381
A16,06B,512,864,0.49,True,0.98783,9.38089,3.57518,7.93382,20.88989,0.83622,22.2771,15.2607
A16,06B,1024,864,0.554,True,0.98783,9.27356,4.44222,9.07499,22.79077,0.81494,21.2828,16.5996
A16,06B,1027,864,0.555,True,0.98783,10.10062,4.28951,9.00712,23.39725,0.81169,19.95515,17.4322
A16,06C,0,0,0.514,True,0.97679,12.65361,3.69417,8.17155,24.51933,0.83592,18.36974,18.6489
A16,06C,512,0,0.523,True,0.97679,11.31701,3.99197,8.0785,23.38748,0.76654,18.52241,19.38483
A16,06C,1024,0,0.532,True,0.97679,11.59131,4.0233,8.7802,24.39481,0.8149,19.24881,17.92859
A16,06C,1027,0,0.532,True,0.97679,11.59354,4.0349,8.79299,24.42143,0.81415,19.24349,17.94669
A16,06C,0,512,0.492,True,0.97679,11.33485,3.8596,7.9053,23.09976,0.84364,20.85929,16.38681
A16,06C,512,512,0.526,True,0.97679,9.7394,4.24571,8.42028,22.40538,0.77653,20.99159,17.36023
A16,06C,1024,512,0.547,True,0.97679,10.42282,4.57478,9.40727,24.40488,0.81986,21.19403,16.74303
A16,06C,1027,512,0.547,True,0.97679,10.45377,4.57364,9.41139,24.43879,0.8194,21.17552,16.77222
A16,06C,0,864,0.494,True,0.97679,11.72542,3.67891,7.74474,23.14908,0.81935,20.30606,17.33805
A16,06C,512,864,0.482,True,0.97679,9.65635,3.94154,7.30449,20.90237,0.77734,21.04256,17.29323
A16,06C,1024,864,0.557,True,0.97679,10.51923,4.535,9.46871,24.52295,0.82379,21.10264,16.97876
A16,06C,1027,864,0.557,True,0.97679,10.49544,4.51096,9.46999,24.47638,0.82321,21.08311,17.01059
A16,06D,0,0,0.539,True,0.98594,11.85386,3.93563,8.89685,24.68634,0.89227,20.83493,15.59392
A16,06D,512,0,0.566,True,0.98594,10.32579,4.04713,9.56675,23.93967,0.82934,21.45821,16.22449
A16,06D,1024,0,0.502,True,0.98594,8.91679,4.26858,8.1744,21.35977,0.82697,22.15445,15.26472
A16,06D,1027,0,0.502,True,0.98594,9.33123,4.16397,8.13443,21.62964,0.82507,21.31325,15.70678
A16,06D,0,512,0.559,True,0.98594,11.90855,4.10494,9.23325,25.24674,0.89367,20.97747,15.84213
A16,06D,512,512,0.504,True,0.98594,9.60312,3.70399,7.93988,21.24698,0.82491,21.89086,16.17398
A16,06D,1024,512,0.518,True,0.98594,9.16703,4.41273,8.33746,21.91722,0.80629,21.54924,16.34451
A16,06D,1027,512,0.518,True,0.98594,9.24515,4.39491,8.34598,21.98604,0.80568,21.47315,16.41351
A16,06D,0,864,0.555,True,0.98594,11.88582,4.02757,9.17367,25.08706,0.88952,20.55087,16.09651
A16,06D,512,864,0.514,True,0.98594,9.59534,3.85326,8.06928,21.51788,0.82158,21.87374,16.24977
A16,06D,1024,864,0.519,True,0.98594,9.38631,4.47419,8.2629,22.1234,0.79935,21.4613,16.62826
